decision_id,occurrence_id,unit_id,semantic_unit_id,source_term_or_construction,intended_sense,chosen_rendering,recording_mode,confidence,provisional,review_priority,please_double_check_question,source_path,source_file_sha256,source_line_status,source_line_start,source_line_end,source_byte_status,source_byte_start,source_byte_end_exclusive,source_column_start,source_column_end_exclusive,source_span_sha256,source_excerpt,target_path,target_file_sha256,target_line_status,target_line_start,target_line_end,target_byte_status,target_byte_start,target_byte_end_exclusive,target_column_start,target_column_end_exclusive,target_span_sha256,target_excerpt,reader_status,reader_artifact_filename,reader_artifact_sha256,reader_profile,printed_page,assembled_pdf_page,reader_provenance_or_reason,evidence_refs
OLP-TR-TERM-0003,OLP-TR-TERM-0003-O-0064-00051-0057-R2,OLP-0064,OLP-0064:legacy-term:0003:target-L51-C57:render-2,theorem,Historical terminology-ledger scope: environment label; no narrower sense is inferred automatically.,teorem,retrospective,low,true,high,Please double-check whether “teorem” is the best Turkish rendering of “theorem” in environment label. / “theorem” için environment label bağlamında “teorem” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/proof-systems/introduction.tex,5172343625a0d66971257858a1a6e359805ffeec979bd5afdc0377864799a756,pending,,,pending,,,,,,Unpaired source term: theorem,source/locale/tr/content/first-order-logic/proof-systems/introduction.tex,b798c8f248a07042a0a9f2d73c8fc55d676e4a70a76ee99cca3a1feea5be36f8,available,51,51,available,2697,2703,57,63 (end exclusive),9e66c40d664ddbf85b4ae5fe473d1d709874e0dbc4ec499f9eb3e6859570cf73,"!!{derivation} sistemleri, !!a{sentence} ne zaman \emph{teorem} sayılacağına",pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 2 starts on physical page 261 (printed 260); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/proof-systems/introduction.tex"",""bytes"":5915,""sha256"":""b798c8f248a07042a0a9f2d73c8fc55d676e4a70a76ee99cca3a1feea5be36f8""}]"
OLP-TR-TERM-0003,OLP-TR-TERM-0003-O-0064-00073-0057-R1,OLP-0064,OLP-0064:legacy-term:0003:target-L73-C57:render-1,theorem,Historical terminology-ledger scope: environment label; no narrower sense is inferred automatically.,teorem,retrospective,low,true,high,Please double-check whether “teorem” is the best Turkish rendering of “theorem” in environment label. / “theorem” için environment label bağlamında “teorem” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/proof-systems/introduction.tex,5172343625a0d66971257858a1a6e359805ffeec979bd5afdc0377864799a756,pending,,,pending,,,,,,Unpaired source term: theorem,source/locale/tr/content/first-order-logic/proof-systems/introduction.tex,b798c8f248a07042a0a9f2d73c8fc55d676e4a70a76ee99cca3a1feea5be36f8,available,73,73,available,4211,4217,57,63 (end exclusive),9e66c40d664ddbf85b4ae5fe473d1d709874e0dbc4ec499f9eb3e6859570cf73,"!!{derivation} sistemi, $!A$ geçerli olduğunda $!A$'nın teorem olduğunu ve",pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 1 starts on physical page 123 (printed 122); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/proof-systems/introduction.tex"",""bytes"":5915,""sha256"":""b798c8f248a07042a0a9f2d73c8fc55d676e4a70a76ee99cca3a1feea5be36f8""}]"
OLP-TR-TERM-0003,OLP-TR-TERM-0003-O-0064-00073-0057-R2,OLP-0064,OLP-0064:legacy-term:0003:target-L73-C57:render-2,theorem,Historical terminology-ledger scope: environment label; no narrower sense is inferred automatically.,teorem,retrospective,low,true,high,Please double-check whether “teorem” is the best Turkish rendering of “theorem” in environment label. / “theorem” için environment label bağlamında “teorem” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/proof-systems/introduction.tex,5172343625a0d66971257858a1a6e359805ffeec979bd5afdc0377864799a756,pending,,,pending,,,,,,Unpaired source term: theorem,source/locale/tr/content/first-order-logic/proof-systems/introduction.tex,b798c8f248a07042a0a9f2d73c8fc55d676e4a70a76ee99cca3a1feea5be36f8,available,73,73,available,4211,4217,57,63 (end exclusive),9e66c40d664ddbf85b4ae5fe473d1d709874e0dbc4ec499f9eb3e6859570cf73,"!!{derivation} sistemi, $!A$ geçerli olduğunda $!A$'nın teorem olduğunu ve",pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 2 starts on physical page 261 (printed 260); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/proof-systems/introduction.tex"",""bytes"":5915,""sha256"":""b798c8f248a07042a0a9f2d73c8fc55d676e4a70a76ee99cca3a1feea5be36f8""}]"
OLP-TR-TERM-0003,OLP-TR-TERM-0003-O-0091-00035-0054-R1,OLP-0091,OLP-0091:legacy-term:0003:target-L35-C54:render-1,theorem,Historical terminology-ledger scope: environment label; no narrower sense is inferred automatically.,teorem,retrospective,low,true,high,Please double-check whether “teorem” is the best Turkish rendering of “theorem” in environment label. / “theorem” için environment label bağlamında “teorem” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/natural-deduction/proof-theoretic-notions.tex,7e05743251dd0c5071685193a98c28baea1c77b06836f11e3f3e3aa6a6bd9198,pending,,,pending,,,,,,Unpaired source term: theorem,source/locale/tr/content/first-order-logic/natural-deduction/proof-theoretic-notions.tex,81be14ffb5b83fa272f79e0abfcf976f35f3d5fae8c8f6534d153d47e90242da,available,35,35,available,1261,1267,54,60 (end exclusive),9e66c40d664ddbf85b4ae5fe473d1d709874e0dbc4ec499f9eb3e6859570cf73,türetimde bütün varsayımlar !!{discharged} ise \emph{teorem}dir.,pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 1 starts on physical page 156 (printed 155); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/natural-deduction/proof-theoretic-notions.tex"",""bytes"":5443,""sha256"":""81be14ffb5b83fa272f79e0abfcf976f35f3d5fae8c8f6534d153d47e90242da""}]"
OLP-TR-TERM-0003,OLP-TR-TERM-0003-O-0091-00035-0054-R2,OLP-0091,OLP-0091:legacy-term:0003:target-L35-C54:render-2,theorem,Historical terminology-ledger scope: environment label; no narrower sense is inferred automatically.,teorem,retrospective,low,true,high,Please double-check whether “teorem” is the best Turkish rendering of “theorem” in environment label. / “theorem” için environment label bağlamında “teorem” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/natural-deduction/proof-theoretic-notions.tex,7e05743251dd0c5071685193a98c28baea1c77b06836f11e3f3e3aa6a6bd9198,pending,,,pending,,,,,,Unpaired source term: theorem,source/locale/tr/content/first-order-logic/natural-deduction/proof-theoretic-notions.tex,81be14ffb5b83fa272f79e0abfcf976f35f3d5fae8c8f6534d153d47e90242da,available,35,35,available,1261,1267,54,60 (end exclusive),9e66c40d664ddbf85b4ae5fe473d1d709874e0dbc4ec499f9eb3e6859570cf73,türetimde bütün varsayımlar !!{discharged} ise \emph{teorem}dir.,pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 2 starts on physical page 305 (printed 304); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/natural-deduction/proof-theoretic-notions.tex"",""bytes"":5443,""sha256"":""81be14ffb5b83fa272f79e0abfcf976f35f3d5fae8c8f6534d153d47e90242da""}]"
OLP-TR-TERM-0003,OLP-TR-TERM-0003-O-0105-00033-0013-R1,OLP-0105,OLP-0105:legacy-term:0003:target-L33-C13:render-1,theorem,Historical terminology-ledger scope: environment label; no narrower sense is inferred automatically.,teorem,retrospective,low,true,high,Please double-check whether “teorem” is the best Turkish rendering of “theorem” in environment label. / “theorem” için environment label bağlamında “teorem” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/tableaux/proof-theoretic-notions.tex,bad25c1ba9db9de17f7c2ff5fffa2c4f9f00aa13d23c197e5337fe759d6fdd39,pending,,,pending,,,,,,Unpaired source term: theorem,source/locale/tr/content/first-order-logic/tableaux/proof-theoretic-notions.tex,4eb48404152daa025a034ee142648f09cdbacc96d863ba26b5906199ac91695f,available,33,33,available,1137,1143,13,19 (end exclusive),9e66c40d664ddbf85b4ae5fe473d1d709874e0dbc4ec499f9eb3e6859570cf73,"varsa \emph{teorem}dir. $!A$ teoremse $\Proves !A$, değilse $\Proves/ !A$",pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 1 starts on physical page 173 (printed 172); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/tableaux/proof-theoretic-notions.tex"",""bytes"":5989,""sha256"":""4eb48404152daa025a034ee142648f09cdbacc96d863ba26b5906199ac91695f""}]"
OLP-TR-TERM-0003,OLP-TR-TERM-0003-O-0105-00033-0013-R2,OLP-0105,OLP-0105:legacy-term:0003:target-L33-C13:render-2,theorem,Historical terminology-ledger scope: environment label; no narrower sense is inferred automatically.,teorem,retrospective,low,true,high,Please double-check whether “teorem” is the best Turkish rendering of “theorem” in environment label. / “theorem” için environment label bağlamında “teorem” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/tableaux/proof-theoretic-notions.tex,bad25c1ba9db9de17f7c2ff5fffa2c4f9f00aa13d23c197e5337fe759d6fdd39,pending,,,pending,,,,,,Unpaired source term: theorem,source/locale/tr/content/first-order-logic/tableaux/proof-theoretic-notions.tex,4eb48404152daa025a034ee142648f09cdbacc96d863ba26b5906199ac91695f,available,33,33,available,1137,1143,13,19 (end exclusive),9e66c40d664ddbf85b4ae5fe473d1d709874e0dbc4ec499f9eb3e6859570cf73,"varsa \emph{teorem}dir. $!A$ teoremse $\Proves !A$, değilse $\Proves/ !A$",pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 2 starts on physical page 331 (printed 330); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/tableaux/proof-theoretic-notions.tex"",""bytes"":5989,""sha256"":""4eb48404152daa025a034ee142648f09cdbacc96d863ba26b5906199ac91695f""}]"
OLP-TR-TERM-0003,OLP-TR-TERM-0003-O-0113-00087-0007-R1,OLP-0113,OLP-0113:legacy-term:0003:target-L87-C7:render-1,theorem,Historical terminology-ledger scope: environment label; no narrower sense is inferred automatically.,teorem,retrospective,low,true,high,Please double-check whether “teorem” is the best Turkish rendering of “theorem” in environment label. / “theorem” için environment label bağlamında “teorem” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/axiomatic-deduction/rules-and-proofs.tex,c630189af9db5f45a849e5d1b6362895bf575dd6d2236a169eb5e0fdba9ed439,pending,,,pending,,,,,,Unpaired source term: theorem,source/locale/tr/content/first-order-logic/axiomatic-deduction/rules-and-proofs.tex,3ebe2e1d56d9179aae7d95165e4192375491820b846bb36f340fb1dbc3041648,available,87,87,available,3840,3846,7,13 (end exclusive),9e66c40d664ddbf85b4ae5fe473d1d709874e0dbc4ec499f9eb3e6859570cf73,"\emph{teorem}dir. $!A$ teoremse $\Proves !A$, değilse $\Proves/ !A$ yazarız.",pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 1 starts on physical page 184 (printed 183); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/axiomatic-deduction/rules-and-proofs.tex"",""bytes"":3940,""sha256"":""3ebe2e1d56d9179aae7d95165e4192375491820b846bb36f340fb1dbc3041648""}]"
OLP-TR-TERM-0003,OLP-TR-TERM-0003-O-0113-00087-0007-R2,OLP-0113,OLP-0113:legacy-term:0003:target-L87-C7:render-2,theorem,Historical terminology-ledger scope: environment label; no narrower sense is inferred automatically.,teorem,retrospective,low,true,high,Please double-check whether “teorem” is the best Turkish rendering of “theorem” in environment label. / “theorem” için environment label bağlamında “teorem” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/axiomatic-deduction/rules-and-proofs.tex,c630189af9db5f45a849e5d1b6362895bf575dd6d2236a169eb5e0fdba9ed439,pending,,,pending,,,,,,Unpaired source term: theorem,source/locale/tr/content/first-order-logic/axiomatic-deduction/rules-and-proofs.tex,3ebe2e1d56d9179aae7d95165e4192375491820b846bb36f340fb1dbc3041648,available,87,87,available,3840,3846,7,13 (end exclusive),9e66c40d664ddbf85b4ae5fe473d1d709874e0dbc4ec499f9eb3e6859570cf73,"\emph{teorem}dir. $!A$ teoremse $\Proves !A$, değilse $\Proves/ !A$ yazarız.",pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 2 starts on physical page 345 (printed 344); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/axiomatic-deduction/rules-and-proofs.tex"",""bytes"":3940,""sha256"":""3ebe2e1d56d9179aae7d95165e4192375491820b846bb36f340fb1dbc3041648""}]"
OLP-TR-TERM-0003,OLP-TR-TERM-0003-O-0118-00035-0007-R1,OLP-0118,OLP-0118:legacy-term:0003:target-L35-C7:render-1,theorem,Historical terminology-ledger scope: environment label; no narrower sense is inferred automatically.,teorem,retrospective,low,true,high,Please double-check whether “teorem” is the best Turkish rendering of “theorem” in environment label. / “theorem” için environment label bağlamında “teorem” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/axiomatic-deduction/proof-theoretic-notions.tex,d5cd7ef578090b935af9013ba65f020ea8c043b95ec17ed9a758a01129bbf859,pending,,,pending,,,,,,Unpaired source term: theorem,source/locale/tr/content/first-order-logic/axiomatic-deduction/proof-theoretic-notions.tex,5106e97ccaf6639cf8066c4bf724e1ec5d8a2e10af34529939ad889edf0e8fd8,available,35,35,available,1262,1268,7,13 (end exclusive),9e66c40d664ddbf85b4ae5fe473d1d709874e0dbc4ec499f9eb3e6859570cf73,"\emph{teorem}dir. $!A$ teoremse $\Proves !A$, değilse $\Proves/ !A$ yazarız.",pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 1 starts on physical page 188 (printed 187); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/axiomatic-deduction/proof-theoretic-notions.tex"",""bytes"":4790,""sha256"":""5106e97ccaf6639cf8066c4bf724e1ec5d8a2e10af34529939ad889edf0e8fd8""}]"
OLP-TR-TERM-0003,OLP-TR-TERM-0003-O-0118-00035-0007-R2,OLP-0118,OLP-0118:legacy-term:0003:target-L35-C7:render-2,theorem,Historical terminology-ledger scope: environment label; no narrower sense is inferred automatically.,teorem,retrospective,low,true,high,Please double-check whether “teorem” is the best Turkish rendering of “theorem” in environment label. / “theorem” için environment label bağlamında “teorem” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/axiomatic-deduction/proof-theoretic-notions.tex,d5cd7ef578090b935af9013ba65f020ea8c043b95ec17ed9a758a01129bbf859,pending,,,pending,,,,,,Unpaired source term: theorem,source/locale/tr/content/first-order-logic/axiomatic-deduction/proof-theoretic-notions.tex,5106e97ccaf6639cf8066c4bf724e1ec5d8a2e10af34529939ad889edf0e8fd8,available,35,35,available,1262,1268,7,13 (end exclusive),9e66c40d664ddbf85b4ae5fe473d1d709874e0dbc4ec499f9eb3e6859570cf73,"\emph{teorem}dir. $!A$ teoremse $\Proves !A$, değilse $\Proves/ !A$ yazarız.",pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 2 starts on physical page 350 (printed 349); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/axiomatic-deduction/proof-theoretic-notions.tex"",""bytes"":4790,""sha256"":""5106e97ccaf6639cf8066c4bf724e1ec5d8a2e10af34529939ad889edf0e8fd8""}]"
OLP-TR-TERM-0003,OLP-TR-TERM-0003-O-0179-00036-0036-R1,OLP-0179,OLP-0179:legacy-term:0003:target-L36-C36:render-1,theorem,Historical terminology-ledger scope: environment label; no narrower sense is inferred automatically.,teorem,retrospective,low,true,high,Please double-check whether “teorem” is the best Turkish rendering of “theorem” in environment label. / “theorem” için environment label bağlamında “teorem” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/beyond/intuitionistic-logic.tex,3230d39434d6ecdbf0e6cd7e0c8b1df843b991e8e2106b1ecd91db9ea4f94cc0,pending,,,pending,,,,,,Unpaired source term: theorem,source/locale/tr/content/first-order-logic/beyond/intuitionistic-logic.tex,fe8d4972a06b62ff371e7410039d15d5497c070943d9d64ca187973905459b5d,available,36,36,available,1690,1696,36,42 (end exclusive),9e66c40d664ddbf85b4ae5fe473d1d709874e0dbc4ec499f9eb3e6859570cf73,mümkün olup olmadığıdır. Aşağıdaki teorem buna olumlu yanıt verir:,pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_occurs_on_multiple_pdf_pages. Proven module render instance 1 starts on physical page 387 (printed 386); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/beyond/intuitionistic-logic.tex"",""bytes"":11217,""sha256"":""fe8d4972a06b62ff371e7410039d15d5497c070943d9d64ca187973905459b5d""}]"
OLP-TR-TERM-0003,OLP-TR-TERM-0003-O-0179-00103-0036-R1,OLP-0179,OLP-0179:legacy-term:0003:target-L103-C36:render-1,theorem,Historical terminology-ledger scope: environment label; no narrower sense is inferred automatically.,teorem,retrospective,low,true,high,Please double-check whether “teorem” is the best Turkish rendering of “theorem” in environment label. / “theorem” için environment label bağlamında “teorem” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/first-order-logic/beyond/intuitionistic-logic.tex,3230d39434d6ecdbf0e6cd7e0c8b1df843b991e8e2106b1ecd91db9ea4f94cc0,pending,,,pending,,,,,,Unpaired source term: theorem,source/locale/tr/content/first-order-logic/beyond/intuitionistic-logic.tex,fe8d4972a06b62ff371e7410039d15d5497c070943d9d64ca187973905459b5d,available,103,103,available,5617,5623,36,42 (end exclusive),9e66c40d664ddbf85b4ae5fe473d1d709874e0dbc4ec499f9eb3e6859570cf73,mantık olarak düşünülür. Aşağıdaki teorem bunu daha kesin kılar.,available,00_OPENLOGIC_tr_COMPLETE_LINKED_READER_OLP-0722.pdf,b21aea2ea90b7129ba8a11e6548a4b8b116e1fa9ef3228d59414c5be58099675,tr-Latn complete linked reader,388,389,unique_normalized_pdf_text_context; exact target source locus; page-evidence=ea924caf84d669c2360a01add82506cb2ce9b240fa106284aeb154c9293db4df; granularity=exact_literal_target_source_occurrence_to_unique_pdf_page,"[{""path_or_uri"":""../../source/locale/tr/content/first-order-logic/beyond/intuitionistic-logic.tex"",""bytes"":11217,""sha256"":""fe8d4972a06b62ff371e7410039d15d5497c070943d9d64ca187973905459b5d""}]"
OLP-TR-TERM-0003,OLP-TR-TERM-0003-O-0190-00040-0043-R1,OLP-0190,OLP-0190:legacy-term:0003:target-L40-C43:render-1,theorem,Historical terminology-ledger scope: environment label; no narrower sense is inferred automatically.,teorem,retrospective,low,true,high,Please double-check whether “teorem” is the best Turkish rendering of “theorem” in environment label. / “theorem” için environment label bağlamında “teorem” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/model-theory/basics/dlo.tex,2176d8add7d120c359c3a1f83010e0dcbcfa8a70c3d7595bf87931eb67354a8a,available,40,40,available,1437,1444,11,18 (end exclusive),cc7a8a13032ef578574fb8fe633843afd53af5b8b632aef933c901524dc1c1a5,and the theorem follows by \olref[pis]{thm:p-isom1}.,source/locale/tr/content/model-theory/basics/dlo.tex,2c27651c65cc28d04e8b66487f88ff0a5938dae18578a106ca9578c8eda22b23,available,40,40,available,1455,1461,43,49 (end exclusive),9e66c40d664ddbf85b4ae5fe473d1d709874e0dbc4ec499f9eb3e6859570cf73,$\Struct M_1\iso[p]\Struct M_2$ olur ve teorem,pending,,,,,,Exact source-line-to-PDF-page binding is pending; no SyncTeX exists and no unique extracted-text page was proved. Page-evidence result: normalized_context_not_found_in_pdf_text. Proven module render instance 1 starts on physical page 403 (printed 402); that module-start page is not asserted as this occurrence's page.,"[{""path_or_uri"":""../../source/locale/tr/content/model-theory/basics/dlo.tex"",""bytes"":3607,""sha256"":""2c27651c65cc28d04e8b66487f88ff0a5938dae18578a106ca9578c8eda22b23""}]"
OLP-TR-TERM-0003,OLP-TR-TERM-0003-O-0206-00036-0058-R1,OLP-0206,OLP-0206:legacy-term:0003:target-L36-C58:render-1,theorem,Historical terminology-ledger scope: environment label; no narrower sense is inferred automatically.,teorem,retrospective,low,true,high,Please double-check whether “teorem” is the best Turkish rendering of “theorem” in environment label. / “theorem” için environment label bağlamında “teorem” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/model-theory/lindstrom/ls-property.tex,3e7b3f84adf951cd912972a2d7ac5908d7d3c0130f881caf70eec03a5080efe3,available,38,38,available,1397,1404,58,65 (end exclusive),cc7a8a13032ef578574fb8fe633843afd53af5b8b632aef933c901524dc1c1a5,"be available for arbitrary $!E \in L(\Lang{L})$, but the theorem is",source/locale/tr/content/model-theory/lindstrom/ls-property.tex,8f211224a9e1921fb1cd664c6f60c471fb1f5989de1e3dd1fd1ed03b25e97310,available,36,36,available,1472,1478,58,64 (end exclusive),9e66c40d664ddbf85b4ae5fe473d1d709874e0dbc4ec499f9eb3e6859570cf73,"Bununla birlikte L\""owenheim--Skolem özelliği geçerliyse teorem yine doğrudur.",available,00_OPENLOGIC_tr_COMPLETE_LINKED_READER_OLP-0722.pdf,b21aea2ea90b7129ba8a11e6548a4b8b116e1fa9ef3228d59414c5be58099675,tr-Latn complete linked reader,425,426,unique_normalized_pdf_text_context; exact target source locus; page-evidence=ea924caf84d669c2360a01add82506cb2ce9b240fa106284aeb154c9293db4df; granularity=exact_literal_target_source_occurrence_to_unique_pdf_page,"[{""path_or_uri"":""../../source/locale/tr/content/model-theory/lindstrom/ls-property.tex"",""bytes"":5995,""sha256"":""8f211224a9e1921fb1cd664c6f60c471fb1f5989de1e3dd1fd1ed03b25e97310""}]"
OLP-TR-TERM-0003,OLP-TR-TERM-0003-O-0231-00065-0028-R1,OLP-0231,OLP-0231:legacy-term:0003:target-L65-C28:render-1,theorem,Historical terminology-ledger scope: environment label; no narrower sense is inferred automatically.,teorem,retrospective,low,true,high,Please double-check whether “teorem” is the best Turkish rendering of “theorem” in environment label. / “theorem” için environment label bağlamında “teorem” karşılığının en uygun Türkçe seçim olup olmadığını lütfen yeniden denetleyin.,https://raw.githubusercontent.com/OpenLogicProject/OpenLogic/9620cc73f9c8e0ad003c514a5d3748f29611c4c0/content/computability/computability-theory/normal-form.tex,275b05d5a1731214ddec611571a58c1a0d1587409ae68462852e3cb253a800dc,pending,,,pending,,,,,,Unpaired source term: theorem,source/locale/tr/content/computability/computability-theory/normal-form.tex,7b67713837ad3e5b8cbff2f20707bddb0223edb1650fe89ff4967ef2bcd077bc,available,65,65,available,2901,2907,28,34 (end exclusive),9e66c40d664ddbf85b4ae5fe473d1d709874e0dbc4ec499f9eb3e6859570cf73,"kullandığı model de buydu, teorem herhangi bir fonksiyonun tanımı için",available,00_OPENLOGIC_tr_COMPLETE_LINKED_READER_OLP-0722.pdf,b21aea2ea90b7129ba8a11e6548a4b8b116e1fa9ef3228d59414c5be58099675,tr-Latn complete linked reader,462,463,unique_normalized_pdf_text_context; exact target source locus; page-evidence=ea924caf84d669c2360a01add82506cb2ce9b240fa106284aeb154c9293db4df; granularity=exact_literal_target_source_occurrence_to_unique_pdf_page,"[{""path_or_uri"":""../../source/locale/tr/content/computability/computability-theory/normal-form.tex"",""bytes"":4058,""sha256"":""7b67713837ad3e5b8cbff2f20707bddb0223edb1650fe89ff4967ef2bcd077bc""}]"
